Loan Status,Term,Years in current job,Home Ownership,Purpose,Number of Credit Problems,Bankruptcies,Tax Liens
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,1 year,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,< 1 year,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,4 years,Own Home,Debt Consolidation,0,0,0
Charged Off,Short Term,10+ years,Rent,Other,0,0,0
Charged Off,Long Term,10+ years,Home Mortgage,Other,0,0,0
Fully Paid,Long Term,5 years,Own Home,Other,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Own Home,Debt Consolidation,0,0,0
Fully Paid,Short Term,7 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,1 year,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,6 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,3 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,6 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,9 years,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Long Term,3 years,Rent,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,10+ years,Own Home,Debt Consolidation,0,0,0
Fully Paid,Short Term,5 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,6 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,1 year,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,1 year,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,4 years,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,7 years,Rent,Buy a Car,0,0,0
Charged Off,Short Term,2 years,Rent,Home Improvements,0,0,0
Fully Paid,Short Term,10+ years,Own Home,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Short Term,5 years,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,3 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,5 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,6 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,< 1 year,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,5 years,Rent,Other,0,0,0
Charged Off,Short Term,10+ years,Rent,Buy a Car,0,0,0
Fully Paid,Long Term,10+ years,Rent,Debt Consolidation,>= 1,>= 1,0
Charged Off,Long Term,4 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,< 1 year,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,3 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,2 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,5 years,Rent,Medical Bills,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,4 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,1 year,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,2 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,>= 1,0,>= 1
Fully Paid,Short Term,< 1 year,Rent,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Short Term,4 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Other,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,10+ years,Rent,Other,>= 1,>= 1,0
Fully Paid,Long Term,3 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,1 year,Home Mortgage,Other,0,0,0
Charged Off,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,3 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Short Term,7 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,< 1 year,Rent,Debt Consolidation,>= 1,>= 1,>= 1
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,1 year,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,3 years,Rent,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Short Term,6 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,8 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Short Term,4 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,5 years,Rent,Other,0,0,0
Charged Off,Short Term,8 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,5 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Other,0,0,0
Charged Off,Long Term,< 1 year,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,>= 1,>= 1,0
Charged Off,Short Term,3 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,8 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Own Home,Debt Consolidation,0,0,0
Fully Paid,Short Term,6 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,8 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Home Improvements,0,0,0
Fully Paid,Long Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Small Business,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,8 years,Own Home,Debt Consolidation,0,0,0
Fully Paid,Short Term,6 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,< 1 year,Rent,Debt Consolidation,>= 1,0,0
Fully Paid,Long Term,6 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,10+ years,Own Home,Medical Bills,0,0,0
Fully Paid,Short Term,10+ years,Rent,Medical Bills,0,0,0
Fully Paid,Short Term,< 1 year,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,< 1 year,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,4 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,< 1 year,Rent,Home Improvements,0,0,0
Charged Off,Long Term,2 years,Own Home,Debt Consolidation,0,0,0
Fully Paid,Short Term,< 1 year,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,1 year,Own Home,Debt Consolidation,>= 1,>= 1,0
Charged Off,Short Term,10+ years,Home Mortgage,Other,0,0,0
Fully Paid,Short Term,3 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Home Mortgage,Other,0,0,0
Fully Paid,Short Term,4 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,4 years,Own Home,Debt Consolidation,0,0,0
Fully Paid,Long Term,6 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,6 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,3 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,6 years,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,< 1 year,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,6 years,Home Mortgage,Home Improvements,>= 1,>= 1,>= 1
Charged Off,Short Term,10+ years,Rent,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Short Term,1 year,Own Home,Debt Consolidation,0,0,0
Fully Paid,Short Term,4 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,3 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,3 years,Home Mortgage,Home Improvements,0,0,0
Fully Paid,Short Term,4 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,6 years,Home Mortgage,Home Improvements,0,0,0
Fully Paid,Short Term,5 years,Rent,Debt Consolidation,>= 1,0,0
Fully Paid,Short Term,4 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,5 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,9 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,6 years,Home Mortgage,Other,0,0,0
Fully Paid,Short Term,6 years,Home Mortgage,Debt Consolidation,>= 1,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,3 years,Home Mortgage,Home Improvements,0,0,0
Charged Off,Short Term,2 years,Own Home,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Own Home,Other,0,0,0
Fully Paid,Short Term,4 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,5 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,6 years,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,3 years,Home Mortgage,Business Loan,0,0,0
Charged Off,Short Term,3 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,7 years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,6 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,3 years,Home Mortgage,Debt Consolidation,>= 1,0,>= 1
Fully Paid,Short Term,4 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,< 1 year,Own Home,Other,0,0,0
Charged Off,Short Term,7 years,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Short Term,7 years,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Charged Off,Short Term,6 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,4 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,4 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Other,0,0,0
Fully Paid,Short Term,< 1 year,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,5 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Home Improvements,>= 1,>= 1,0
Fully Paid,Short Term,7 years,Home Mortgage,Home Improvements,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,>= 1,>= 1,>= 1
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Other,0,0,0
Fully Paid,Short Term,4 years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Home Mortgage,Other,0,0,0
Fully Paid,Short Term,8 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,6 years,Rent,Other,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,3 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,7 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,8 years,Rent,Buy House,0,0,0
Charged Off,Short Term,< 1 year,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,< 1 year,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,9 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,2 years,Rent,Medical Bills,0,0,0
Charged Off,Short Term,10+ years,Own Home,Debt Consolidation,0,0,0
Charged Off,Short Term,10+ years,Have Mortgage,Take a Trip,0,0,0
Fully Paid,Short Term,8 years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,6 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,8 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,10+ years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,10+ years,Rent,Other,0,0,0
Fully Paid,Short Term,3 years,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Charged Off,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,5 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,2 years,Rent,Debt Consolidation,>= 1,0,>= 1
Fully Paid,Short Term,4 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,3 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,1 year,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,8 years,Own Home,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,< 1 year,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,3 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,7 years,Rent,Home Improvements,0,0,0
Fully Paid,Short Term,6 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,2 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Own Home,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Long Term,3 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,3 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,6 years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,9 years,Home Mortgage,Home Improvements,0,0,0
Fully Paid,Short Term,< 1 year,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,5 years,Home Mortgage,Buy House,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Short Term,7 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,6 years,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,9 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,4 years,Home Mortgage,Other,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Own Home,Debt Consolidation,0,0,0
Fully Paid,Long Term,6 years,Rent,Other,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,1 year,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,5 years,Home Mortgage,Other,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,< 1 year,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,10+ years,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Charged Off,Long Term,< 1 year,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Charged Off,Short Term,< 1 year,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,6 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,8 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Other,0,0,0
Fully Paid,Short Term,4 years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,< 1 year,Own Home,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,6 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,5 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,1 year,Home Mortgage,Medical Bills,0,0,0
Charged Off,Short Term,2 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,4 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,8 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,3 years,Own Home,Other,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Charged Off,Short Term,< 1 year,Home Mortgage,Buy a Car,0,0,0
Charged Off,Long Term,3 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,8 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,< 1 year,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Home Improvements,>= 1,>= 1,0
Charged Off,Long Term,5 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,6 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Wedding,0,0,0
Fully Paid,Long Term,4 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Own Home,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Other,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,5 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,8 years,Home Mortgage,Home Improvements,>= 1,>= 1,0
Charged Off,Long Term,2 years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,4 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,3 years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,4 years,Own Home,Home Improvements,0,0,0
Fully Paid,Long Term,8 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,< 1 year,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,8 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,6 years,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,2 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,4 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,8 years,Rent,Buy a Car,>= 1,>= 1,0
Fully Paid,Short Term,6 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,5 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,2 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,5 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,3 years,Home Mortgage,Home Improvements,>= 1,>= 1,0
Charged Off,Long Term,10+ years,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Long Term,2 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,8 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Own Home,Home Improvements,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,7 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,7 years,Home Mortgage,Debt Consolidation,>= 1,0,>= 1
Fully Paid,Short Term,9 years,Home Mortgage,Other,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,3 years,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Long Term,< 1 year,Rent,Debt Consolidation,0,0,0
Charged Off,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Other,0,0,0
Charged Off,Short Term,< 1 year,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,9 years,Rent,Take a Trip,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,1 year,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Other,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,5 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,1 year,Rent,Buy a Car,0,0,0
Fully Paid,Long Term,1 year,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,1 year,Home Mortgage,Home Improvements,0,0,0
Fully Paid,Short Term,2 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,4 years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,3 years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,4 years,Home Mortgage,Business Loan,0,0,0
Fully Paid,Long Term,4 years,Home Mortgage,Home Improvements,>= 1,>= 1,0
Fully Paid,Short Term,4 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,9 years,Home Mortgage,Home Improvements,>= 1,>= 1,0
Fully Paid,Short Term,10+ years,Own Home,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Short Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,6 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,6 years,Home Mortgage,Home Improvements,>= 1,>= 1,0
Fully Paid,Short Term,1 year,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,3 years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,5 years,Rent,Business Loan,>= 1,0,0
Fully Paid,Short Term,1 year,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,7 years,Rent,Debt Consolidation,0,0,0
Charged Off,Short Term,10+ years,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Long Term,8 years,Rent,Other,0,0,0
Fully Paid,Short Term,1 year,Rent,Other,0,0,0
Charged Off,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,1 year,Rent,Other,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,< 1 year,Rent,Debt Consolidation,0,0,0
Fully Paid,Long Term,10+ years,Own Home,Debt Consolidation,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Short Term,10+ years,Own Home,Debt Consolidation,0,0,0
Fully Paid,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Own Home,Home Improvements,0,0,0
Charged Off,Short Term,2 years,Rent,Other,0,0,0
Charged Off,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,10+ years,Home Mortgage,Debt Consolidation,0,0,0
Fully Paid,Short Term,2 years,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,10+ years,Rent,Other,>= 1,0,>= 1
Charged Off,Long Term,4 years,Home Mortgage,Debt Consolidation,0,0,0
Charged Off,Long Term,7 years,Home Mortgage,Debt Consolidation,>= 1,>= 1,0
Fully Paid,Short Term,1 year,Rent,Debt Consolidation,0,0,0
Fully Paid,Short Term,7 years,Have Mortgage,Take a Trip,0,0,0
